AAA21117.VFG043885_gi_436833_.Bacillus_thuringiensis_subspecies_kumamotoensis_str._PS50C_a_ was removed because it failed filtering checks, so removing its metadata
vaa.VFG043558_gi_269115122_.Mycoplasma_hominis_ATCC_23114 was removed because it failed filtering checks, so removing its metadata
vamp.VFG016554_gi_148377969_.Mycoplasma_agalactiae_PG2 was removed because it failed filtering checks, so removing its metadata
vamp.VFG016555_gi_148377970_.Mycoplasma_agalactiae_PG2 was removed because it failed filtering checks, so removing its metadata
vblB4.VFG018739_gi_5830795_.Bartonella_tribocorum_CIP_105476 was removed because it failed filtering checks, so removing its metadata
vctA.VFG007260_gi_2612486_.Vibrio_cholerae_O1_biovar_El_Tor_str._N16961 was removed because it failed filtering checks, so removing its metadata
vipA.VFG010754_gi_3119181_.Legionella_pneumophila_str._Paris was removed because it failed filtering checks, so removing its metadata
virB4.VFG041430_gi_7010842_.Helicobacter_pylori_P12 was removed because it failed filtering checks, so removing its metadata
virB6_4.VFG038965_gi_526462342_.Anaplasma_phagocytophilum_str._HZ2 was removed because it failed filtering checks, so removing its metadata
virB6_4.VFG038966_gi_526463592_.Anaplasma_phagocytophilum_str._JM was removed because it failed filtering checks, so removing its metadata
virB6_4.VFG038967_gi_526464851_.Anaplasma_phagocytophilum_str._Dog2 was removed because it failed filtering checks, so removing its metadata
vlh.VFG016565_gi_31544399_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016566_gi_31544400_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016567_gi_31544401_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016568_gi_31544402_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016569_gi_31544403_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016570_gi_31544404_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016571_gi_31544405_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016572_gi_31544406_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016573_gi_31544407_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016574_gi_31544408_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016575_gi_31544409_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016576_gi_31544541_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016577_gi_31544542_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016578_gi_31544543_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016579_gi_31544544_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016580_gi_31544545_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016581_gi_31544546_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016582_gi_31544547_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016583_gi_31544548_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016584_gi_31544549_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016585_gi_31544550_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016586_gi_31544551_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016587_gi_31544627_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016588_gi_31544628_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016589_gi_31544629_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016590_gi_31544630_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016591_gi_31544632_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016592_gi_31544633_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016593_gi_31544659_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016594_gi_31544660_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016595_gi_31544794_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016596_gi_31544795_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016597_gi_31544796_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016598_gi_31544797_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016599_gi_31544798_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016600_gi_31544799_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016601_gi_31544800_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vlh.VFG016602_gi_31544801_.Mycoplasma_gallisepticum_str._R_low_ was removed because it failed filtering checks, so removing its metadata
vsa.VFG016558_gi_15828994_.Mycoplasma_pulmonis_UAB_CTIP was removed because it failed filtering checks, so removing its metadata
vsa.VFG016559_gi_15828995_.Mycoplasma_pulmonis_UAB_CTIP was removed because it failed filtering checks, so removing its metadata
vsa.VFG016560_gi_15828996_.Mycoplasma_pulmonis_UAB_CTIP was removed because it failed filtering checks, so removing its metadata
vsa.VFG016561_gi_15828997_.Mycoplasma_pulmonis_UAB_CTIP was removed because it failed filtering checks, so removing its metadata
vsa.VFG016562_gi_15828998_.Mycoplasma_pulmonis_UAB_CTIP was removed because it failed filtering checks, so removing its metadata
vsa.VFG016563_gi_15828999_.Mycoplasma_pulmonis_UAB_CTIP was removed because it failed filtering checks, so removing its metadata
vsa.VFG016564_gi_15829000_.Mycoplasma_pulmonis_UAB_CTIP was removed because it failed filtering checks, so removing its metadata
wbyI.VFG002698_gi_1175924_.Yersinia_pestis_CO92 was removed because it failed filtering checks, so removing its metadata
wzy.VFG002696_gi_1175922_.Yersinia_pestis_CO92 was removed because it failed filtering checks, so removing its metadata
y0521_.VFG002726_gi_1145468_.Yersinia_pestis_KIM_10 was removed because it failed filtering checks, so removing its metadata
y1077_.VFG002761_gi_1146024_.Yersinia_pestis_KIM_10 was removed because it failed filtering checks, so removing its metadata
yadA.VFG003045_gi_2767583_.Yersinia_pestis_biovar_Microtus_str._91001 was removed because it failed filtering checks, so removing its metadata
yadA.VFG018824_gi_5798257_.Yersinia_pestis_Angola was removed because it failed filtering checks, so removing its metadata
